0	Why do u like me so much and what's in me that u like?
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663243833929412611/663243833950363648/MdK_2Wmx.jpg
1	U are pretty that way u r
1	I like u r way of doing things
0	Ok thavjs
0	What did u think of me when we first met?
1	I loved u at first sight but feared to say
0	Why u should have said it
1	U may say to u r mom i think
1	At last i tried to but u asked
0	Do u watch Telugu short films? I do u should watch this short film called Samantha navindi it's good
1	I watch
1	But i dont watched that shrt film
0	U watched that or u didnt
1	I dont
0	Why u didn't like it
1	Yesterday i was the happiest person in the world
0	Is it because it's sad it is sad
0	Going to bed bye I will txt u tomorrow night ok
1	I love u meghana
1	I will see that short film ok
0	Ok u didn't tell anyone that I am txting u right? Ok I am counting on u
0	U should watch it
1	Ok meghana
1	U will marry me
1	?
0	Plz don't tell anyone that I am so texting u ok plz I don't want to get in trouble
1	Ok wont tell u r safe ..believe me my girl
0	Ok
1	I love you meghana
0	Bye watch it and tell me how it is tomorrow night
1	Ok meghna
1	U r so beautiful bye good night
0	Thank u bye
1	Every hour is like a day without you
1	I can understand you always
1	Bye .......its really paining
0	I always what
1	Mean i love you every moment everytime
1	I can imagine u r feelings everytime
0	Ok why u said it's paining
1	To exit for chatting
0	Ok why u said it's paining
0	Ok bye good night for me
1	I have to wait till next night to chat with thats why its paining
1	Love u kajal
1	Good night have a sweet dream tonight bye
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663541417449361415/663541417491337216/qwBM4Bgg.jpg
1	I have seen that short film its so sad .....at last sam sucides vicky was so sad
1	Really its good love story but ended with tragedy right
0	Yeah
0	U live in annantapur right? Where r u going to college? What do u wanna become when u grow up?
1	Doctor
1	Now i am in vijayawada
1	What about u meghana
0	Idk I haven't decided yet u don't live in annantapur? What about ur fanily? I am watching the short film Sammantha navindi
1	I am i hostel
1	In hostel
1	Why u like that samantha navvindi short film more
0	Can u come to annantapur right now or not? Idk I like it cuz it's really good love story. I miss u so much!
1	Are u in india
1	Right now
1	I miss u sooooooooo much
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663593124992708611/663593125022056449/Bd6PxuSZ.jpg
0	I like the picture that u send? That's from Magatheera right? No I am not in India I am America sorry. U have college today?
1	If want i will go anantapur
1	That much love on you meghana
0	Ok. Nanu padionanu prema lo neetho! U have so much faith in me right? I have faith in u
1	Nannu preminchu
1	If u r happy today i will be happiest today
1	All i need is u r happiness and love
0	Ok saree can we txt in Telugu plz? I will txt some in Telugu because I don't know that much but u can cuz I think u know a lot of Telugu
1	Telugu is my mother tongue
1	Sare emina cheppu = say something
0	Ok I know some
0	Can I ask u something very important to my life
1	Whats u r kik id i will text from that
1	Y not ask
0	What if I go to college and when I come back my parents already had plans for me to marry a guy that I don't like what should i do?
1	U have all rights to ask me anything i never lie at you
1	I requires time minimum 5 years by that time i will be in my aim i will convience u r dad
1	Whatever happen i will marry u my girl
0	What did u say y not ask? Can we txt in this cuz if I do it in Kik then my parents will come to know and I wil get in trouble. Plz
1	Ok meghana
1	I think u t texting from u r computer
0	R u seriously? U r going to convince my parents? Be honest
1	Yeah
0	Ok
0	Can u be like Vicky who is in Samantha navindi?
1	Only problem is that i am poor because my dad is no more he left world when i am in 3 rd class
0	How come ur not txting in Telugu?
1	Yeah i will
1	Mari telugu lone matladudham
0	That's so sad I am really sorry
1	Its ok meghana
0	U have no money? That's so sad then how are u going to college that costs so much money
1	U can call me vicky
0	Sare
1	I got free seat with my own talent
0	R u sure ur going to convince my parents? What if u forget about me by then?
1	I never forget u in my life u r my lover
1	I am sure ok
0	That's wonderful! What's ur talent? I love to dance for Telugu songs that my talent
1	I like dancers most
0	Ok
1	Naku dance chese vallu ante chala istam
1	Naku antaga dance radu but i can
0	Saree dance naki pranam!
1	Oh nee kosam dance neerchukonta
0	That's ok
1	I have a question
1	What is time right now in clock beside you
0	Ok that's good that's so nice of u
0	What's the question
0	What's the question
1	What is time right now in u r clock
1	Time time
0	10:23 pm why
0	10:23
1	One hour difference b/w us
1	Its ok
1	Sare emina cheppu
0	How are u going to convince my parents?
0	U said u r going to convince my dad
1	ok i will
0	I know but how?
1	That is what i am worried about but don't worry
0	Yeah there's still more time
1	If i get medical seat and get settled u  r father will be convienced
1	How much u r dad earn
0	U watched son of satyamurthy? It's good movie
1	I will earn one dollor more for that
1	Yes first show
1	Its nice movie
0	Yeah ok I don't know how much my dad earns I don't ask that but I know he earns so much money
1	Ok
1	I want to ask u one thing can i ?
0	Antha easy avudu, endukentha na pinni chala strictu,
0	Sure
1	I know that
0	Neeku ella telsu?
0	What question did u want to ask me?
1	What do u choose me or money
0	That's a tough question!
0	Both?
0	We need money to live
1	Leave it that
1	I will earn money for our happy life
0	What? Leave that to u? Is that u meant?
0	Ok
0	What if ur mom doesn't agree? Or what is she doesn't like me?
1	Nooo leave that question i asked
0	How are u going to convince my dad? U r going to come here to America?
1	Mom already know that
0	What?
0	She knows ehat
1	Have faith in me i will convience him
0	She knows what?
1	But dont ask me how because i dont know answer right now ... but i will
0	Ok
1	Yes she know
0	But u said that ur mom already knows. She already knows what?
1	What u have for dinner today ?
1	That i love you
0	She knows what?
0	I had rice and egg fry
0	Ok
0	R u veg or non veg? I am non veg
1	She know that i am loving you
0	When did u tell her?
1	Pure veg
1	After we met
0	Ok cuz I am non veg so I have to be pure veg just for u or or u going to change to non veg
0	Did she ask u or u told
1	She said to me that's upto you
0	In annantapur or when u went to ur house?
0	Ok
1	I will adjust
0	I have a question but be honest ok
0	Do u really love me or do u have another lover at ur college? Be honest plz
1	No not in anatapur after getting to home i said this to my sister
1	She indirectly known for my sister
0	Oh what did ur sister say?
0	Ok u said u will adjust what
1	No i dont have lover till now u r my first love
0	Ok
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663609178116612099/663609178137559040/T4M46AyM.jpg
0	What did ur sister say when u said it to het
0	Her
1	I will get converted to non veg
0	U will adjust what
0	Ok r u sure
1	I said what happend in between us after going home
0	U r my birava like in Magatheera
1	She said good selection
1	Ok meghana
1	Yes i am sure
1	Ok mitrabinda
1	Sry mitravinda
1	Missing u alot and u mean alot to me
0	Ok
0	What if my dad doesn't approve u
1	What you will do if u r dad doesn't approve me
1	Hlo are u there
1	Text u later good night dear
1	I am going to have lunch
1	Bye
1	I will be back
0	Sorry the Twitter was not working for a little time
0	If my dad doesn't approve u then I will cry
1	Okk
1	I am scared cuz you may be caught by u r mom or dad
0	What do u mean?
1	I thought that u r dad saw that texting with me
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663628367145504772/663628367170658308/1SZTm7US.jpg
1	Bye good night nidrapo repu malli neetho chat chesta same time
0	Bye nenu schoolci welleli
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663727302044311555/663727302065262596/-uahBRxO.jpg Remember this
0	Who is she?
1	She is  our relatives
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663727589266059269/663727589291266048/rj4_ICyy.jpg
1	Me and u r pinni we use to text daily in whatsapp
0	Is she jahanavi in the last photo
1	Nooo she is laddu she is my relatives baby
0	Bye I miss u do much have to get teady
1	She is now in anantapur
1	Ok have a nice day enjoy this day at school bye
1	I love you meghana
0	As long as we don't txt in Kik and u don't tell anyone then I am safe and txt u anytime but if u tell someone like then I can't txt u
1	Ok meghana i wont give u any trouble to u
1	Enjoy this day
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663730019634573315/663730019668135937/h6lRMEDF.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663745672324055045/663745672357654528/TvCnuazw.jpg
1	Just bathed to go to bed
0	Hi sorry when u texted I was at school. How old r u?
1	My date of birth is aug 27 1997
1	3 years older than u
0	Ok sorry I didn't wish u on ur birthday I feel really sas
1	I made a phone call to u r dad on that date u r dad said that u r slept
0	I am doing hrw and listening to prema katha chitram song oh my love! While I listen to it I get sad cuz I miss u alot
1	Mee too
0	Which day? Yesterday?
1	Are using skype its is private messenger
0	Can I txt u at night cuz I am busy have to prep for a test and doing bio hrw
1	Yesterday was monday
1	Do u know my sister
0	No I never met her
1	But she knows you
0	U should send more of the Magatheera photos cuz I like them
1	I will send a pic of her wait a min
0	She knows me? Idk
1	Yes she know u
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663893109340659715/663893109365825536/ajDABmHq.jpg
1	She is my sister name geethanjali
0	How? Did she meet me anywhere or did u show a pic of me to her?
1	Yes i shown a pic from twitter
0	She is pretty nice name where did she meet me
1	We use to talk about you everytime
1	She listen whatever i say about you
0	Ok what did she about me?
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663893918820405251/663893918971375616/c9Tqrmfv.jpg
0	Can u plz send more of Magatheera photos plz
1	Almost everything
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663894050194354179/663894050219495424/64HrZyPn.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663894111942905859/663894112265895937/wlohg6k4.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663894220415963140/663894220436992000/o2p1JX8e.jpg
0	Magatheera photo of both ram charan and kajal together just like last time
0	And txt in Telugu plz
1	Koddi sepu aagu na uploaded photos lo vunnai mari pomputha
0	Sare thank u for texting me in Telugu
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663896564264341508/663896564293758976/VqWfvJtg.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663896578281746435/663896578399170560/f6wF8Qxf.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663896603527286787/663896603560796160/3r_t6p_R.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663896642861404163/663896642899173376/WGbQula8.jpg
1	Ela vunnai photos
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663898962475159555/663898962500325376/B_7wHMUU.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663898969437634563/663898969458634753/XQv6YRAT.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663898993538129923/663898993559126020/viPZB4lh.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899033778257924/663899033799258112/N5C2Rtpb.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899070860103683/663899070893678592/r1gQ1ZOf.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899076564381700/663899076589563904/k-yd3yrf.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899116829716487/663899116854902784/1ha6AaHE.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899123804835844/663899123830013953/5H8CuW5g.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899141404123139/663899141425139712/ELzvuBUq.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899189047259139/663899189076619264/wn0ViDdr.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899189051461635/663899189084995585/NiLUlfyY.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899235197128707/663899235226533889/m2ZVev3j.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899239223660547/663899239253016576/1Kd_2L7j.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663899267577176068/663899267610730496/x62njBS1.jpg
1	Nacchaya pics
0	Photos chala bagunai! Ur ram charan and I am kajal?
1	Yes u r kajal
1	What do you like in me most ?
1	Naalo neeku emi nachhindi meghana
0	I know Telugu u don't have to translate it into English. I like that ur honest and I really appreciate that very much! Thank u for that
1	Do u want to see vijayawada ?
1	I will send pics
0	Yeah sure
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663923884127748100/663923884157079552/cMoz4Ui0.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663923888150056963/663923888175222784/nRI21r21.jpg
1	Its raining
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663924048867364867/663924049093853186/cYBvZwCR.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663924130496966659/663924130526330880/_VBcvNbh.jpg
1	Its bus stand
1	Asia's largest bus stand
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663924377126211587/663924377143021568/Lk7Vt6nb.jpg PVP shopping mall
0	Thanks
0	They are really good
1	How is that
1	Send me washington pics
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663926239736950788/663926239770480640/Z9z1YrGG.jpg I am with my friend
0	Ok but how? I don't know gow
0	Did u watch son of satyamurthy movie it's so good love the songs
1	Gow means
1	Yes i watched thats really a nice movie
1	Do u want to see bruce lee movie pics
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663927128912625667/663927129139077120/LE8SKHz5.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663927166921379843/663927166946545664/AcRJbTB_.jpg
0	So u can't txt😓
1	Why
1	ㄟ(≧◇≦)ㄏ
0	I haven't watched that movie but really want to
0	Nuvu chusnava? Bagunda?
1	Haan nenu chusanu bagundi movie lo ramchran bruce lee ni inspire ga teeskontadu
1	Ram movie lo valla akka ni collector cheyalani veedu fight maser ga panichestuntadu
0	Sare?
1	Really bagundi kachitanga chudali
0	What did u mean? Sorry I can't understand some of that telugu
0	Can u explain what u said plz
1	Ram charan work as fight master to fulfill his sister dream
1	rakul was police inspector daughter
0	Oh I see thank u
0	I didn't see the movie so I was confused
1	Rakul likes ram because she thinks that ram is police but ram is fight master
1	Ok see movie thats better
0	Em chestunavu ippudu
1	I am in class
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663929768987922435/663929769017217024/YA7pCoRC.jpg
1	Self study there is no teacher
1	Oh sry teacher came i will text after one hour ok
1	Mari message pettu
0	Hi?
0	Ur class is not interesting. Everyone is bored
0	Hi r u done?
1	They r studying
0	Ok r u done
0	I miss texting with u
0	Can I ask u a question? I wanted to write it in Telugu but don't know how
1	Ok ask me
1	Sare adugu
0	Two axtually
0	One: are we meant for each other?
1	Not completly meghna
1	We should know each other
1	But how its possible
1	All i know is we r made for each other
0	Ok
0	Sorry I didn't txt my phone died I am charging it right now so I can txt u
1	Ask another question
0	Talk in Telugu more cuz I like it that way
1	Sare meghana
1	Happy diwali
1	Repu india lo deepavali
0	Thanks
1	Meru celebrate cheyaleda deepavali
0	Wednesday America lo deepavali
0	We r going to celebrate on Wednesday
1	Same in India
0	My mom is going to do pooja and make tasty food
1	Haan memu wednesday celebrate chestam
1	I miss my mom
1	Since i am in hostel
0	Where is she? In annantapur?
0	Oh
0	How much u love me? Be honest
1	Words are not enough
0	?
1	Samudramanta premista
0	Send more Magatheera pics of kajal abd ram charan together
1	Words are not enough to express my love
1	Sare wait a min
1	Sai coming
1	Sit
1	Sir
0	Who is sai
1	Typing mistake its sir
1	He is coming to class
0	Ok
0	Send Magatheera pics plz of kajal and ram charan together
0	How are u going to convince my parents? For marrying me
0	What if they don't agree
0	How are u going to convince? U r going to come here?
1	I will convience u r parents
1	Ok i will marry u my darling
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954049398476803/663954049423687680/B5329zbF.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954095531667460/663954095649107968/zhpR7ddx.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954114821263363/663954114842222592/RabTPFUh.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954186124443651/663954186145431552/xFVnkILf.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954227396390915/663954227417362432/MVUQ-CF6.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954245767467011/663954245809377280/MzruHP_q.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954281674878979/663954281976852480/C3Zu2yXf.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954287207190531/663954287236517892/IfoRJkzo.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954312695971843/663954312729485312/4fAfHDdy.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954398947643395/663954398981177344/2MYd4CHu.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954450227195907/663954450256539648/krAmviW8.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954478215794691/663954478240956416/zzuZXWFa.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954506225356803/663954506250457088/AwyS1a2A.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954512260915203/663954512281923584/WWFCFZ_H.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954550777212931/663954550806609921/zHc80S0h.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663954555709751299/663954555730726913/goNN2zGP.jpg
1	I will come to us after graduation for post graduation
1	I asked my mom she said ok  for going to us for post graduation
0	U r so sweet
0	U watched this short film kotha prema katha? It's good u should watch it
1	I am not more sweeter than u
0	I have a question but be honest
1	Ok i will watch later
1	Ask meghana
0	U really want to marry me or u just kidding?
1	No i am really, truly ,100% i will marry you meghana i love u forever ok
1	I will die without you meghana
0	Ok I like that honesty
0	When r u going to come? When u r 23
1	You will see my honesty
1	Approx 23 or24
0	Cuz when ur 23 I will be 20 so that's the best time to talk
1	Ok i will
0	Ok
0	It 18 right?
0	I meant u r 18 right
1	Yes
0	Enka cheppala?
1	U r 10 class now it will take 2 years to complete inter and 4 years for graduation then i will come and marry you
1	Dont worry believe me
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663960969643601923/663960969672986625/a6mRe71K.jpg
0	Ok
1	Do u want to see my new mobile
0	After marriage, move to India or stay here in America?
1	Whats u r opinion
0	Yeah I wan to see ur new phone!
0	Idk after marriage wife always listens to their husband
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663967142237204483/663967142258176000/Cf0TIJ5O.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663967158267809796/663967158293000193/JQGZ4jqj.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663967235027787779/663967235048763392/iGUORn5N.jpg
0	Cool
0	U have a puppy? I love puppies! I want one but I cant😔
1	I have a pup
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/663969743825559557/663969743980752896/OCiM5egd.jpg
1	I want to hear u voice meghana
1	U r voice is soo sweet
0	U didn't tell me it's so cute!
0	Thank u
0	When did u buy it? Do u still have it? R u going to still have it even after the marriage I am fine with it
0	going to bed bye good night
1	Ok good night have a sweet dream
1	Good morning meghana i love you
0	Good morning
0	I am going to school
0	An getting ready bye txt u in the evening
1	Its night over here
1	I am under stars
0	Ok
0	It's 8:13 pm there right
1	Yeah
0	En cheatinavu ippudu?
1	Nenu love chestunnanu ninnu
0	Sare?
1	breakfast chesava
0	Enka ledu
0	Bye I have to go
0	Txt u later
1	Twaraga cheyyi meghana i am feeling hungry
1	Ok bye ra
1	Happy diwali meghana
1	We r cracking crakers
0	Good morning
0	School was fun we watched a video about veterans day
0	Lesava nuvu? Endukentha idi important
0	Ecada unavu ra?
0	Lesava?
1	I got up from bed
1	Happy diwali meghana
0	Hi
0	Cool so u know how to dance
0	Enti
1	Somewhat
0	Send more pics of kajal and ram charan together! U watched yevadu? I did its so good movie
1	I am ametuer not a pro
0	I love the songs
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664267230507438084/664267230528475136/TMqBF4fr.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664267337797799939/664267337831313408/eTXFUPVv.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664267367661236227/664267367686410240/tteYyZnJ.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664267388565614596/664267388607598592/6_zfmuTQ.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664267392827043843/664267392906690561/t6JqVzP6.jpg
1	How is this
0	Bagundi
0	E song yevadulo nervy nachindi? Naci cheliya pata nachindi and ne jathaga nenuundali...
1	Neeku pup ante enta istam
1	I too like both songs
0	Pup? U meen puppy? Naki puppies enta chala istam
0	Enduku adigavu?
1	Naku puppies ante chala chala istam
1	Mainly pug breed
0	Mugs?
0	Maree neku?
1	No pug dogs i like
0	Rapu nanu Diwali pandaga chestunavu
1	Haan
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269445464875012/664269445485883393/oE-dokZ9.jpg
1	E dog ma babai valladi
0	Ada? Adi caristara?
1	Haan
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269893584334851/664269893622063104/5_A_kYx3.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269909258473475/664269909577199616/vZqJJR9S.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269936101986307/664269936269746176/ABNBPLVb.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269957727825924/664269957761363968/nwxUw8_D.jpg
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664269981970927620/664269982180622336/XLX2RIoN.jpg
0	Magatheera photos and yevadu photos send chesava?
1	Chesta one min meghana
0	So ee photos lo, ram charan nuvu and kajal nena?
1	Haa meghana nuvvu kajal nenu nee ramcharan
0	Sare
0	Ne nickname Enti? Na nickname be estam
0	Em chestunavu ippudu?
1	Naa nick name jaan everybody use to call me jaan from childhood
1	Even my mom
1	Jaan means life
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664271931160461315/664271931194015744/BCQa7gz8.jpg
0	Ok what do u want to call me? Ur wish!
1	U can call me jaan
1	What do u want to call you meghana
0	Txt in Telugu plz marchipoava?
0	Mari na nickname Enti
1	Enti chepu
1	Nee nick name enti meghana
0	Nuvu chala teepee napakalu vedalasauvu natho!
0	Nee istam!
0	Megh?
0	i meant meghu?
1	Wait a min i am thinking
0	Sare babu
1	ok u r megh
1	Nenu ninnu megh ani pilusta ok
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664273774397825028/664273774418788356/iEkiMWZP.jpg
0	Naki adi estamladu sweety? Kajal? Meghu?
1	Ok nenu ninnu sweety ani pilusta
1	Sweety
0	Megh? Kani adi sweet Cadu something sweet
0	Sare nanu happy
1	Ok sweety
0	U always want to make me happy?
0	U always want to make me happy?
1	Haan i am always
1	I will
1	Nee annandame na anandham
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664274610062430211/664274610091790336/-CwC4YrZ.jpg
0	Aa adi chala sweet thank u
1	[Media-image] https://ton.twitter.com/1.1/ton/data/dm/664274782188253187/664274782217613312/zhzBgVCp.jpg
1	U r sweetest
0	What happens if I get married to someone else and not to u? Appudu en chestavu?
1	Today holiday to collage
1	Appudu nenu sucide cheskunta
0	Anta scene chevu naki telsu
1	Already oka sari try chesa
0	New matulu truth
1	I took too many sleeping pills
1	Nee birthday roju
0	Na birthday roja enduku
1	U said that i will text in after march but u dont
1	Nee message kosam enni rojulu wait chesano telsa
0	Anta prema nuku unda na paina? Nizam Chepu ra
1	Yes
1	Mee dad salary 50k dollors per month
0	Sorry that time naki teludu ella contact cheli
1	Neeku na mobile no icchanu kada
1	I asked u to give u r no but dont did
0	Neekke ella telsu adi?
1	Naku anta telsu
1	Nee gurnchi mee dad gurinchi chala kanukonna
0	Sorry plz forgive me
1	Naku tanu shay kuda telusu
0	Nuvu genius a? Lakapota, research chesava?
1	And mee school ardmore n woodinville ani kuda telusu
0	Ella?
1	136 avenue seattle washington near to evertee
0	Kani ippudu na school Ardmore Cadu
0	Kani ippudu na school Ardmore Cadu
1	Adi naku telusu i have seen in twitter
0	Seriously neeke evani Ella telsu?
1	On day i use to sit many hours in a day
1	Infron of computer
0	Oh nuvu chala smart ra
0	Use that smartness towards my dad and he will say yes I think so what about u
1	Mee naana bio data mottam telusu
0	Ella whatsapp
0	Erosu neeke college Leda
1	Mee nanna microsoft lo pani chestaru mee pinni abbott lo senior analyst and ramesh is project lead in wms
1	Ledu sweety
0	Nuvu chala smart
1	Enka nee gurinchi chala telusu mam
0	Enti adi Chepu nanu vintanu
1	Naku face reading vacchu
1	Nenu chala books chadivani
0	Neeka? Nizam chestunavu or idi antha fake nanu fool chestunavu
1	Nenu fake ayete mee valla details nakenduku
1	if am fake Nee gurinchi endku research chestanu
0	Good point
1	Nee birthday roju nen enduku party istanu
0	Nanu antha premistunava? Nizam Chepu
1	Haan
0	Good points
1	Enni rojulu nidra ledo naaku telusu
0	Neku hero dialogues chala telsu
1	Nuvvu phone cheyaledu ani kopam to na tab break chesanu
